,PURPOSE_CD,INTERVAL_NO,BID_OFFER_DATE_DT,QUANTITY_NO,AWARDED_QUANTITY_NO,ENERGY_PRICE_NO,MERIT_ORDER_NO,PARTIAL_QTY_ACCEPTED_IN,ZONE_CD,AWARDED_PRICE_NO,OPERATORE
2226982,OFF,12,2017-11-04,2.9760000000000004,2.9760000000000004,0.0,392.0,N,SUD,49.67,FALCK RENEWABLES ENERGY SRL
2227000,OFF,12,2017-11-04,0.48,0.48,0.0,79.0,N,NORD,49.67,C.V.A. TRADING S.R.L. A S.U.
2227018,OFF,12,2017-11-04,0.34700000000000003,0.34700000000000003,29.69,1051.0,N,CNOR,49.67,EDLO ENERGY SRL
2227028,OFF,12,2017-11-04,3.079,3.079,29.69,1053.0,N,NORD,49.67,EDLO ENERGY SRL
2227045,OFF,12,2017-11-04,1.422,1.422,29.69,1052.0,N,NORD,49.67,EDLO ENERGY SRL
2227077,OFF,12,2017-11-04,1.204,1.204,17.05,961.0,N,SUD,49.67,EDLO ENERGY SRL
2227106,OFF,12,2017-11-04,0.797,0.797,0.0,174.0,N,SUD,49.67,METAENERGIA SPA
2227132,OFF,12,2017-11-04,2.436,2.436,40.0,1149.0,N,CNOR,49.67,GNERA ENERGIA Y TECNOLOGIA
2227133,OFF,12,2017-11-04,2.436,2.436,46.0,1239.0,N,CNOR,49.67,GNERA ENERGIA Y TECNOLOGIA
2227134,OFF,12,2017-11-04,3.0,3.0,49.0,1267.0,N,CNOR,49.67,GNERA ENERGIA Y TECNOLOGIA
2227157,OFF,12,2017-11-04,5.1720000000000015,5.1720000000000015,30.0,1063.0,N,CSUD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227158,OFF,12,2017-11-04,5.1720000000000015,5.1720000000000015,35.0,1125.0,N,CSUD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227159,OFF,12,2017-11-04,5.0,5.0,40.0,1151.0,N,CSUD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227184,OFF,12,2017-11-04,1.32,1.32,46.0,1240.0,N,NORD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227185,OFF,12,2017-11-04,3.0,3.0,49.0,1268.0,N,NORD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227201,OFF,12,2017-11-04,2.352,2.352,30.0,1062.0,N,SARD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227202,OFF,12,2017-11-04,2.0,2.0,42.0,1159.0,N,SARD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227217,OFF,12,2017-11-04,4.056,4.056,35.0,1124.0,N,SICI,49.67,GNERA ENERGIA Y TECNOLOGIA
2227218,OFF,12,2017-11-04,5.0,5.0,40.0,1150.0,N,SICI,49.67,GNERA ENERGIA Y TECNOLOGIA
2227245,OFF,12,2017-11-04,40.452,40.452,25.0,1043.0,N,SUD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227246,OFF,12,2017-11-04,10.0,10.0,28.0,1048.0,N,SUD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227247,OFF,12,2017-11-04,20.0,20.0,40.0,1152.0,N,SUD,49.67,GNERA ENERGIA Y TECNOLOGIA
2227270,OFF,12,2017-11-04,0.056,0.056,0.0,164.0,N,CNOR,49.67,ILLUMIA Spa
2227280,OFF,12,2017-11-04,0.758,0.758,0.0,165.0,N,CSUD,49.67,ILLUMIA Spa
2227290,OFF,12,2017-11-04,0.564,0.564,0.0,163.0,N,NORD,49.67,ILLUMIA Spa
2227301,OFF,12,2017-11-04,9.328,9.328,0.0,166.0,N,SUD,49.67,ILLUMIA Spa
2227317,OFF,12,2017-11-04,0.52,0.52,2.0,801.0,N,CSUD,49.67,TRAILSTONE GMBH
2227334,OFF,12,2017-11-04,4.0360000000000005,4.0360000000000005,0.0,278.0,N,CNOR,49.67,API NòVA ENERGIA A R.L.
2227350,OFF,12,2017-11-04,2.314,2.314,0.0,279.0,N,SUD,49.67,API NòVA ENERGIA A R.L.
2227363,OFF,12,2017-11-04,0.208,0.208,0.0,36.0,N,NORD,49.67,GLOBAL POWER S.P.A.
2227382,OFF,12,2017-11-04,0.008,0.008,0.0,299.0,N,SUD,49.67,Bilateralista
2227406,OFF,12,2017-11-04,1.5,1.5,0.0,68.0,N,CNOR,49.67,ACEA ENERGIA SPA
2227446,OFF,12,2017-11-04,4.18,4.18,0.0,640.0,N,NORD,49.67,2V ENERGY SRL
2227447,OFF,12,2017-11-04,4.18,4.18,0.0,641.0,N,NORD,49.67,2V ENERGY SRL
2227509,OFF,12,2017-11-04,5.2189999999999985,5.2189999999999985,0.0,69.0,N,NORD,49.67,2V ENERGY SRL
2227510,OFF,12,2017-11-04,6.584,6.584,0.0,70.0,N,NORD,49.67,2V ENERGY SRL
2227511,OFF,12,2017-11-04,0.345,0.345,0.0,71.0,N,NORD,49.67,2V ENERGY SRL
2227559,OFF,12,2017-11-04,0.5,0.5,1.0,770.0,N,CNOR,49.67,ERG POWER GENERATION S.P.A.
2227583,OFF,12,2017-11-04,0.065,0.065,0.0,239.0,N,CSUD,49.67,ERG POWER GENERATION S.P.A.
2227607,OFF,12,2017-11-04,0.095,0.095,0.0,240.0,N,SARD,49.67,ERG POWER GENERATION S.P.A.
2227646,OFF,12,2017-11-04,0.001,0.001,0.0,241.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2227647,OFF,12,2017-11-04,0.026,0.026,32.1,1090.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2227648,OFF,12,2017-11-04,0.118,0.118,42.1,1165.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2227682,OFF,12,2017-11-04,5.6,5.6,0.0,168.0,N,CNOR,49.67,ENERCITY s.r.l.
2227706,OFF,12,2017-11-04,10.161,10.161,0.0,169.0,N,CSUD,49.67,ENERCITY s.r.l.
2227730,OFF,12,2017-11-04,1.825,1.825,0.0,167.0,N,NORD,49.67,ENERCITY s.r.l.
2227754,OFF,12,2017-11-04,0.124,0.124,0.0,172.0,N,SARD,49.67,ENERCITY s.r.l.
2227780,OFF,12,2017-11-04,10.914,10.914,0.0,171.0,N,SICI,49.67,ENERCITY s.r.l.
2227804,OFF,12,2017-11-04,11.755999999999998,11.755999999999998,0.0,170.0,N,SUD,49.67,ENERCITY s.r.l.
2227839,OFF,12,2017-11-04,0.037000000000000005,0.037000000000000005,9.9,871.0,N,CNOR,49.67,4ENERGIA SRL
2227882,OFF,12,2017-11-04,0.021,0.021,9.9,885.0,N,CNOR,49.67,4ENERGIA SRL
2227923,OFF,12,2017-11-04,2.71,2.71,30.0,1064.0,N,CSUD,49.67,4ENERGIA SRL
2227924,OFF,12,2017-11-04,0.001,0.001,9.9,881.0,N,CSUD,49.67,4ENERGIA SRL
2227967,OFF,12,2017-11-04,6.4510000000000005,6.4510000000000005,30.0,1065.0,N,CSUD,49.67,4ENERGIA SRL
2227968,OFF,12,2017-11-04,0.001,0.001,9.9,883.0,N,CSUD,49.67,4ENERGIA SRL
2228013,OFF,12,2017-11-04,5.396,5.396,30.0,1056.0,N,CSUD,49.67,4ENERGIA SRL
2228014,OFF,12,2017-11-04,1.227,1.227,9.9,872.0,N,CSUD,49.67,4ENERGIA SRL
2228060,OFF,12,2017-11-04,16.616,16.616,30.0,1068.0,N,CSUD,49.67,4ENERGIA SRL
2228061,OFF,12,2017-11-04,2.336,2.336,9.9,886.0,N,CSUD,49.67,4ENERGIA SRL
2228114,OFF,12,2017-11-04,0.174,0.174,9.9,882.0,N,NORD,49.67,4ENERGIA SRL
2228165,OFF,12,2017-11-04,0.873,0.873,9.9,884.0,N,NORD,49.67,4ENERGIA SRL
2228216,OFF,12,2017-11-04,0.63,0.63,9.9,873.0,N,NORD,49.67,4ENERGIA SRL
2228267,OFF,12,2017-11-04,0.038,0.038,9.9,887.0,N,NORD,49.67,4ENERGIA SRL
2228311,OFF,12,2017-11-04,6.0520000000000005,6.0520000000000005,30.0,1057.0,N,SUD,49.67,4ENERGIA SRL
2228312,OFF,12,2017-11-04,3.0010000000000003,3.0010000000000003,9.9,874.0,N,SUD,49.67,4ENERGIA SRL
2228358,OFF,12,2017-11-04,1.953,1.953,30.0,1069.0,N,SUD,49.67,4ENERGIA SRL
2228359,OFF,12,2017-11-04,0.018000000000000002,0.018000000000000002,9.9,888.0,N,SUD,49.67,4ENERGIA SRL
2228387,OFF,12,2017-11-04,0.057,0.057,0.0,298.0,N,CSUD,49.67,Bilateralista
2228398,OFF,12,2017-11-04,6.7029999999999985,6.7029999999999985,0.0,297.0,N,SUD,49.67,Bilateralista
2228421,OFF,12,2017-11-04,4.382,4.382,0.0,285.0,N,NORD,49.67,EVISO S.R.L.
2228443,OFF,12,2017-11-04,2.29,2.29,11.0,938.0,N,SUD,49.67,VEOS SPA
2228479,OFF,12,2017-11-04,3.846,3.846,0.0,405.0,N,SARD,49.67,ECOWAY SPA
2228493,OFF,12,2017-11-04,1.832,1.832,0.0,404.0,N,SICI,49.67,ECOWAY SPA
2228507,OFF,12,2017-11-04,43.004,43.004,0.0,403.0,N,SUD,49.67,ECOWAY SPA
2228533,OFF,12,2017-11-04,0.07,0.07,0.0,627.0,N,NORD,49.67,Bilateralista
2228548,OFF,12,2017-11-04,0.004,0.004,0.0,296.0,N,NORD,49.67,Bilateralista
2228564,OFF,12,2017-11-04,0.471,0.471,0.0,711.0,N,NORD,49.67,Bilateralista
2228581,OFF,12,2017-11-04,0.14300000000000002,0.14300000000000002,0.0,67.0,N,NORD,49.67,SOENERGY SRL
2228598,OFF,12,2017-11-04,0.054000000000000006,0.054000000000000006,46.5,1246.0,N,CNOR,49.67,BANCO ENERGIA SPA
2228629,OFF,12,2017-11-04,0.024,0.024,46.5,1250.0,N,CNOR,49.67,BANCO ENERGIA SPA
2228667,OFF,12,2017-11-04,2.861,2.861,25.85,1045.0,N,CSUD,49.67,BANCO ENERGIA SPA
2228668,OFF,12,2017-11-04,0.01,0.01,17.85,963.0,N,CSUD,49.67,BANCO ENERGIA SPA
2228702,OFF,12,2017-11-04,0.649,0.649,25.85,1044.0,N,CSUD,49.67,BANCO ENERGIA SPA
2228703,OFF,12,2017-11-04,0.374,0.374,17.85,962.0,N,CSUD,49.67,BANCO ENERGIA SPA
2228743,OFF,12,2017-11-04,0.118,0.118,46.5,1248.0,N,NORD,49.67,BANCO ENERGIA SPA
2228779,OFF,12,2017-11-04,1.779,1.779,46.5,1245.0,N,NORD,49.67,BANCO ENERGIA SPA
2228815,OFF,12,2017-11-04,0.026,0.026,46.5,1249.0,N,NORD,49.67,BANCO ENERGIA SPA
2228845,OFF,12,2017-11-04,2.495,2.495,25.85,1046.0,N,SUD,49.67,BANCO ENERGIA SPA
2228859,OFF,12,2017-11-04,1.433,1.433,0.0,37.0,N,NORD,49.67,ENERGRID SpA
2228869,OFF,12,2017-11-04,0.002,0.002,0.0,675.0,N,NORD,49.67,ENERGRID SpA
2228887,OFF,12,2017-11-04,1.0,1.0,47.46,1254.0,N,CNOR,49.67,FENIX SRL
2228888,OFF,12,2017-11-04,3.644,3.644,44.46,1211.0,N,CNOR,49.67,FENIX SRL
2228931,OFF,12,2017-11-04,1.0,1.0,47.46,1255.0,N,NORD,49.67,FENIX SRL
2228932,OFF,12,2017-11-04,2.756,2.756,44.46,1212.0,N,NORD,49.67,FENIX SRL
2228974,OFF,12,2017-11-04,3.98,3.98,44.46,1210.0,N,SUD,49.67,FENIX SRL
2228975,OFF,12,2017-11-04,1.0,1.0,47.46,1253.0,N,SUD,49.67,FENIX SRL
2229002,OFF,12,2017-11-04,0.746,0.746,0.0,348.0,N,SUD,49.67,Bilateralista
2229030,OFF,12,2017-11-04,0.08900000000000001,0.08900000000000001,5.0,835.0,N,NORD,49.67,FRI-EL TRADING SRL
2229031,OFF,12,2017-11-04,0.198,0.198,5.0,834.0,N,NORD,49.67,FRI-EL TRADING SRL
2229059,OFF,12,2017-11-04,1.1,1.1,0.0,226.0,N,SICI,49.67,TRADEINV GAS & ENERGY SPA
2229068,OFF,12,2017-11-04,0.6,0.6,0.0,227.0,N,SUD,49.67,TRADEINV GAS & ENERGY SPA
2229085,OFF,12,2017-11-04,0.2,0.2,0.0,692.0,N,NORD,49.67,NGC 6611 SRL
2229109,OFF,12,2017-11-04,0.01,0.01,0.0,694.0,N,SUD,49.67,NGC 6611 SRL
2229126,OFF,12,2017-11-04,11.833,11.833,49.28,1271.0,N,CNOR,49.67,ECO TRADE SRL
2229136,OFF,12,2017-11-04,4.4430000000000005,4.4430000000000005,38.16,1137.0,N,CSUD,49.67,ECO TRADE SRL
2229146,OFF,12,2017-11-04,13.244000000000002,13.244000000000002,49.28,1272.0,N,NORD,49.67,ECO TRADE SRL
2229157,OFF,12,2017-11-04,0.342,0.342,32.01,1084.0,N,SARD,49.67,ECO TRADE SRL
2229167,OFF,12,2017-11-04,2.469,2.469,32.12,1110.0,N,SUD,49.67,ECO TRADE SRL
2229184,OFF,12,2017-11-04,3.2,3.2,0.0,343.0,N,NORD,49.67,Bilateralista
2229216,OFF,12,2017-11-04,7.707000000000002,7.707000000000002,9.9,879.0,N,NORD,49.67,SEV ENERGIES SPA
2229241,OFF,12,2017-11-04,0.001,0.001,9.9,889.0,N,NORD,49.67,SEV ENERGIES SPA
2229266,OFF,12,2017-11-04,0.418,0.418,9.9,880.0,N,SUD,49.67,SEV ENERGIES SPA
2229283,OFF,12,2017-11-04,1.906,1.906,49.28,1269.0,N,CNOR,49.67,ECO TRADE SRL
2229294,OFF,12,2017-11-04,1.327,1.327,38.16,1136.0,N,CSUD,49.67,ECO TRADE SRL
2229312,OFF,12,2017-11-04,2.214,2.214,0.0,78.0,N,NORD,49.67,NOVA AEG S.P.A.
2229336,OFF,12,2017-11-04,4.333,4.333,0.0,374.0,N,NORD,49.67,Bilateralista
2229354,OFF,12,2017-11-04,3.294,3.294,0.0,375.0,N,SUD,49.67,Bilateralista
2229377,OFF,12,2017-11-04,0.438,0.438,0.0,379.0,N,CNOR,49.67,Bilateralista
2229378,OFF,12,2017-11-04,0.287,0.287,0.0,380.0,N,CNOR,49.67,Bilateralista
2229379,OFF,12,2017-11-04,0.466,0.466,0.0,381.0,N,CNOR,49.67,Bilateralista
2229380,OFF,12,2017-11-04,0.476,0.476,0.0,382.0,N,CNOR,49.67,Bilateralista
2229411,OFF,12,2017-11-04,0.76,0.76,0.0,383.0,N,CSUD,49.67,Bilateralista
2229412,OFF,12,2017-11-04,1.254,1.254,0.0,384.0,N,CSUD,49.67,Bilateralista
2229456,OFF,12,2017-11-04,5.2,5.2,0.0,586.0,N,NORD,49.67,Bilateralista
2229457,OFF,12,2017-11-04,4.9,4.9,0.0,587.0,N,NORD,49.67,Bilateralista
2229458,OFF,12,2017-11-04,2.5580000000000003,2.5580000000000003,0.0,588.0,N,NORD,49.67,Bilateralista
2229506,OFF,12,2017-11-04,4.492,4.492,0.0,635.0,N,NORD,49.67,Bilateralista
2229545,OFF,12,2017-11-04,2.817,2.817,0.0,385.0,N,NORD,49.67,Bilateralista
2229546,OFF,12,2017-11-04,1.219,1.219,0.0,386.0,N,NORD,49.67,Bilateralista
2229547,OFF,12,2017-11-04,1.297,1.297,0.0,387.0,N,NORD,49.67,Bilateralista
2229588,OFF,12,2017-11-04,11.877,11.877,0.0,388.0,N,SICI,49.67,Bilateralista
2229617,OFF,12,2017-11-04,0.221,0.221,0.0,389.0,N,SUD,49.67,Bilateralista
2229618,OFF,12,2017-11-04,1.082,1.082,0.0,390.0,N,SUD,49.67,Bilateralista
2229640,OFF,12,2017-11-04,0.004,0.004,49.28,1270.0,N,NORD,49.67,ASPM COMMERCIALE S.R.L.
2229651,OFF,12,2017-11-04,0.6,0.6,0.0,38.0,N,CNOR,49.67,NEXT KRAFTWERKE GMBH
2229660,OFF,12,2017-11-04,0.2,0.2,0.0,499.0,N,NORD,49.67,NEXT KRAFTWERKE GMBH
2229668,OFF,12,2017-11-04,0.036000000000000004,0.036000000000000004,10.0,896.0,N,SUD,49.67,INNOVENERGY s.r.l.
2229685,OFF,12,2017-11-04,27.311,27.311,0.0,654.0,N,CNOR,49.67,GSE SPA
2229709,OFF,12,2017-11-04,444.804,444.804,0.0,655.0,N,CNOR,49.67,GSE SPA
2229733,OFF,12,2017-11-04,4.569,4.569,0.0,656.0,N,CNOR,49.67,GSE SPA
2229757,OFF,12,2017-11-04,16.493,16.493,0.0,657.0,N,CSUD,49.67,GSE SPA
2229781,OFF,12,2017-11-04,506.073,506.073,0.0,658.0,N,CSUD,49.67,GSE SPA
2229805,OFF,12,2017-11-04,9.874,9.874,0.0,659.0,N,CSUD,49.67,GSE SPA
2229840,OFF,12,2017-11-04,10.5,10.5,0.0,651.0,N,NORD,49.67,GSE SPA
2229841,OFF,12,2017-11-04,2.475,2.475,0.0,672.0,N,NORD,49.67,DUFERCO ENERGIA S.p.A.
2229877,OFF,12,2017-11-04,170.27200000000005,170.27200000000005,0.0,660.0,N,NORD,49.67,GSE SPA
2229901,OFF,12,2017-11-04,1300.18,1300.18,0.0,661.0,N,NORD,49.67,GSE SPA
2229925,OFF,12,2017-11-04,11.305,11.305,0.0,662.0,N,NORD,49.67,GSE SPA
2229949,OFF,12,2017-11-04,0.134,0.134,0.0,663.0,N,SARD,49.67,GSE SPA
2229973,OFF,12,2017-11-04,127.227,127.227,0.0,664.0,N,SARD,49.67,GSE SPA
2229997,OFF,12,2017-11-04,1.457,1.457,0.0,665.0,N,SARD,49.67,GSE SPA
2230021,OFF,12,2017-11-04,1.199,1.199,0.0,666.0,N,SICI,49.67,GSE SPA
2230045,OFF,12,2017-11-04,258.636,258.636,0.0,667.0,N,SICI,49.67,GSE SPA
2230069,OFF,12,2017-11-04,5.3439999999999985,5.3439999999999985,0.0,668.0,N,SICI,49.67,GSE SPA
2230093,OFF,12,2017-11-04,10.129,10.129,0.0,669.0,N,SUD,49.67,GSE SPA
2230117,OFF,12,2017-11-04,773.198,773.198,0.0,670.0,N,SUD,49.67,GSE SPA
2230141,OFF,12,2017-11-04,5.534,5.534,0.0,671.0,N,SUD,49.67,GSE SPA
2230165,OFF,12,2017-11-04,0.02,0.02,0.0,491.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2230189,OFF,12,2017-11-04,0.034,0.034,0.0,490.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2230207,OFF,12,2017-11-04,8.228,8.228,10.0,916.0,N,SUD,49.67,EDISON TRADING S.P.A.
2230224,OFF,12,2017-11-04,10.017,10.017,0.0,563.0,N,NORD,49.67,Bilateralista
2230248,OFF,12,2017-11-04,18.728,18.728,0.0,607.0,N,NORD,49.67,AXPO ITALIA SPA
2230272,OFF,12,2017-11-04,0.12,0.12,2.0,799.0,N,CSUD,49.67,TRAILSTONE GMBH
2230303,OFF,12,2017-11-04,1.0,1.0,0.0,644.0,N,NORD,49.67,BURGO ENERGIA S.R.L.
2230304,OFF,12,2017-11-04,3.0,3.0,1.0,790.0,N,NORD,49.67,BURGO ENERGIA S.R.L.
2230343,OFF,12,2017-11-04,4.77,4.77,0.0,54.0,N,NORD,49.67,EDISON TRADING S.P.A.
2230378,OFF,12,2017-11-04,0.019,0.019,20.0,982.0,N,SUD,49.67,Bilateralista
2230379,OFF,12,2017-11-04,0.028,0.028,20.0,969.0,N,SUD,49.67,EDELWEISS ENERGIA S.P.A.
2230415,OFF,12,2017-11-04,0.042,0.042,0.0,191.0,N,SUD,49.67,ENERGY.TRADE SRL
2230439,OFF,12,2017-11-04,15.9,15.9,0.0,698.0,N,SICI,49.67,ENGIE ITALIA SPA
2230478,OFF,12,2017-11-04,0.128,0.128,0.0,242.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2230479,OFF,12,2017-11-04,0.321,0.321,32.1,1091.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2230480,OFF,12,2017-11-04,1.4269999999999998,1.4269999999999998,42.1,1166.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2230523,OFF,12,2017-11-04,53.5,53.5,0.0,97.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2230547,OFF,12,2017-11-04,16.5,16.5,0.0,527.0,N,NORD,49.67,GSE SPA
2230573,OFF,12,2017-11-04,0.04,0.04,2.0,806.0,N,SUD,49.67,TRAILSTONE GMBH
2230608,OFF,12,2017-11-04,204.0,204.0,0.0,11.0,N,SARD,49.67,EP PRODUZIONE SPA
2230609,OFF,12,2017-11-04,63.0,63.0,38.3,1138.0,N,SARD,49.67,EP PRODUZIONE SPA
2230656,OFF,12,2017-11-04,204.0,204.0,0.0,12.0,N,SARD,49.67,EP PRODUZIONE SPA
2230657,OFF,12,2017-11-04,63.0,63.0,38.31,1139.0,N,SARD,49.67,EP PRODUZIONE SPA
2230693,OFF,12,2017-11-04,1.154,1.154,0.0,460.0,N,SARD,49.67,DUFENERGY TRADING SA
2230717,OFF,12,2017-11-04,10.5,10.5,0.0,541.0,N,NORD,49.67,ENEL PRODUZIONE S.P.A.
2230753,OFF,12,2017-11-04,8.1,8.1,0.0,544.0,N,NORD,49.67,CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA
2230777,OFF,12,2017-11-04,0.721,0.721,0.0,243.0,N,CSUD,49.67,ERG POWER GENERATION S.P.A.
2230820,OFF,12,2017-11-04,0.01,0.01,0.0,245.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2230821,OFF,12,2017-11-04,0.532,0.532,32.1,1092.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2230822,OFF,12,2017-11-04,2.367,2.367,42.1,1167.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2230865,OFF,12,2017-11-04,0.063,0.063,0.0,352.0,N,SUD,49.67,Bilateralista
2230889,OFF,12,2017-11-04,0.043,0.043,0.0,353.0,N,SUD,49.67,Bilateralista
2230913,OFF,12,2017-11-04,1.15,1.15,2.0,802.0,N,SUD,49.67,TRAILSTONE GMBH
2230929,OFF,12,2017-11-04,4.808,4.808,0.0,204.0,N,SICI,49.67,GSE SPA
2230942,OFF,12,2017-11-04,0.465,0.465,10.0,917.0,N,NORD,49.67,EDISON TRADING S.P.A.
2230953,OFF,12,2017-11-04,0.511,0.511,10.0,918.0,N,NORD,49.67,EDISON TRADING S.P.A.
2230986,OFF,12,2017-11-04,0.402,0.402,0.0,246.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2230987,OFF,12,2017-11-04,1.306,1.306,32.1,1093.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2230988,OFF,12,2017-11-04,5.807,5.807,42.1,1168.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2231026,OFF,12,2017-11-04,0.187,0.187,0.0,489.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2231050,OFF,12,2017-11-04,0.586,0.586,10.0,906.0,N,CNOR,49.67,EDISON TRADING S.P.A.
2231068,OFF,12,2017-11-04,3.33,3.33,10.0,927.0,N,NORD,49.67,TRAILSTONE GMBH
2231079,OFF,12,2017-11-04,0.7,0.7,0.0,312.0,N,NORD,49.67,Bilateralista
2231096,OFF,12,2017-11-04,10.639,10.639,0.0,98.0,N,SARD,49.67,ENEL PRODUZIONE S.P.A.
2231113,OFF,12,2017-11-04,90.0,90.0,48.48,1264.0,N,NORD,49.67,Bilateralista
2231140,OFF,12,2017-11-04,90.0,90.0,46.17,1242.0,N,NORD,49.67,Bilateralista
2231176,OFF,12,2017-11-04,140.0,140.0,43.27,1194.0,N,NORD,49.67,Bilateralista
2231177,OFF,12,2017-11-04,140.0,140.0,48.12,1263.0,N,NORD,49.67,Bilateralista
2231216,OFF,12,2017-11-04,140.0,140.0,43.78,1200.0,N,NORD,49.67,Bilateralista
2231217,OFF,12,2017-11-04,140.0,140.0,48.64,1266.0,N,NORD,49.67,Bilateralista
2231278,OFF,12,2017-11-04,0.51,0.51,0.0,564.0,N,CNOR,49.67,Bilateralista
2231290,OFF,12,2017-11-04,1.216,1.216,0.0,247.0,N,SARD,49.67,ERG POWER GENERATION S.P.A.
2231324,OFF,12,2017-11-04,1.37,1.37,1.0,782.0,N,SICI,49.67,DANSKE COMMODITIES A.S
2231325,OFF,12,2017-11-04,3.46,3.46,13.2,952.0,N,SICI,49.67,DANSKE COMMODITIES A.S
2231326,OFF,12,2017-11-04,2.0,2.0,31.2,1082.0,N,SICI,49.67,DANSKE COMMODITIES A.S
2231357,OFF,12,2017-11-04,7.8820000000000014,7.8820000000000014,0.0,205.0,N,ROSN,49.67,GSE SPA
2231378,OFF,12,2017-11-04,74.313,74.313,38.07,1134.0,N,FOGN,49.67,A2A SPA
2231379,OFF,12,2017-11-04,78.0,78.0,42.65,1187.0,N,FOGN,49.67,A2A SPA
2231380,OFF,12,2017-11-04,86.0,86.0,44.65,1217.0,N,FOGN,49.67,A2A SPA
2231381,OFF,12,2017-11-04,140.0,140.0,0.0,738.0,N,FOGN,49.67,Bilateralista
2231382,OFF,12,2017-11-04,3.687,3.687,38.07,1135.0,N,FOGN,49.67,Bilateralista
2231449,OFF,12,2017-11-04,1.24,1.24,0.0,441.0,N,SICI,49.67,DUFENERGY TRADING SA
2231473,OFF,12,2017-11-04,22.0,22.0,2.0,821.0,N,SARD,49.67,TRAILSTONE GMBH
2231497,OFF,12,2017-11-04,0.02,0.02,1.0,783.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2231521,OFF,12,2017-11-04,0.32299999999999995,0.32299999999999995,0.0,248.0,N,CSUD,49.67,ERG POWER GENERATION S.P.A.
2231545,OFF,12,2017-11-04,5.9929999999999986,5.9929999999999986,0.0,565.0,N,NORD,49.67,Bilateralista
2231569,OFF,12,2017-11-04,3.7,3.7,0.0,589.0,N,NORD,49.67,Bilateralista
2231585,OFF,12,2017-11-04,1.3,1.3,5.0,838.0,N,NORD,49.67,Bilateralista
2231606,OFF,12,2017-11-04,4.77,4.77,2.0,815.0,N,SUD,49.67,TRAILSTONE GMBH
2231630,OFF,12,2017-11-04,0.049,0.049,0.0,249.0,N,CSUD,49.67,ERG POWER GENERATION S.P.A.
2231654,OFF,12,2017-11-04,0.063,0.063,9.98,892.0,N,SUD,49.67,EGO TRADE SRL
2231678,OFF,12,2017-11-04,0.408,0.408,0.0,435.0,N,SICI,49.67,DUFENERGY TRADING SA
2231702,OFF,12,2017-11-04,0.442,0.442,0.0,99.0,N,SUD,49.67,ENEL PRODUZIONE S.P.A.
2231726,OFF,12,2017-11-04,6.483,6.483,5.0,839.0,N,NORD,49.67,Bilateralista
2231750,OFF,12,2017-11-04,2.2,2.2,2.0,813.0,N,SUD,49.67,TRAILSTONE GMBH
2231774,OFF,12,2017-11-04,3.46,3.46,2.0,814.0,N,SUD,49.67,TRAILSTONE GMBH
2231792,OFF,12,2017-11-04,14.804,14.804,0.0,376.0,N,SUD,49.67,Bilateralista
2231819,OFF,12,2017-11-04,10.85,10.85,0.0,608.0,N,CSUD,49.67,AXPO ITALIA SPA
2231843,OFF,12,2017-11-04,1.58,1.58,2.0,803.0,N,SUD,49.67,TRAILSTONE GMBH
2231866,OFF,12,2017-11-04,0.289,0.289,0.0,192.0,N,SUD,49.67,ENERGY.TRADE SRL
2231881,OFF,12,2017-11-04,16.555999999999994,16.555999999999994,10.0,919.0,N,CSUD,49.67,EDISON TRADING S.P.A.
2231899,OFF,12,2017-11-04,24.0,24.0,2.0,819.0,N,SARD,49.67,TRAILSTONE GMBH
2231923,OFF,12,2017-11-04,3.0,3.0,0.0,331.0,N,NORD,49.67,Bilateralista
2231947,OFF,12,2017-11-04,1.604,1.604,0.0,332.0,N,NORD,49.67,Bilateralista
2231977,OFF,12,2017-11-04,19.5,19.5,0.0,549.0,N,SUD,49.67,ITAL GREEN ENERGY SRL
